,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
90,et@timigRaf,11,-9.71985854649273,5,9.71985854649273,1,0,0,anti_homophones_plus
91,bjolOs,6,-6.843114357156032,2,6.843114357156032,1,0,0,anti_homophones_plus
92,modER,5,-4.413714417138436,2,4.413714417138436,1,2,7,anti_homophones_plus
93,pRezilistRovERt5,16,-14.122471943968675,6,14.122471943968675,1,0,0,anti_homophones_plus
94,penetikapaREt,13,-12.09234333509505,6,12.09234333509505,1,0,0,anti_homophones_plus
95,aZut9R,6,-5.341146494383291,3,5.341146494383291,1,0,0,anti_homophones_plus
96,feRja,5,-5.812517154960547,2,5.812517154960547,1,0,2,anti_homophones_plus
97,em§tine,7,-7.183213669116887,4,7.183213669116887,1,0,1,anti_homophones_plus
98,fyz°le,6,-5.453204056291973,3,5.453204056291973,1,0,3,anti_homophones_plus
99,pleZ@t§,7,-7.405059676517265,3,7.405059676517265,1,0,0,anti_homophones_plus
100,bR@SiR,6,-5.2267485212431835,2,5.2267485212431835,1,0,2,anti_homophones_plus
101,saRkOl,6,-6.594127956307311,2,6.594127956307311,1,0,0,anti_homophones_plus
102,fyzjone,7,-5.334456395059487,3,5.334456395059487,1,0,1,anti_homophones_plus
103,odi,3,-4.469531545763129,2,4.469531545763129,1,1,20,anti_homophones_plus
104,ZaR°m@,6,-4.694219071403476,3,4.694219071403476,1,1,9,anti_homophones_plus
105,omofisibOs,10,-11.099009978580998,5,11.099009978580998,1,0,0,anti_homophones_plus
106,bRuk°ton@,9,-9.040279910284767,4,9.040279910284767,1,0,0,anti_homophones_plus
107,swi,3,-5.834418861005654,1,5.834418861005654,1,0,11,anti_homophones_plus
108,dR9R,4,-4.362070443395865,1,4.362070443395865,1,1,7,anti_homophones_plus
109,kRetoRjal,9,-7.739737458115911,3,7.739737458115911,1,0,0,anti_homophones_plus
110,abaR,4,-5.145548403451516,2,5.145548403451516,1,0,13,anti_homophones_plus
111,baRbik,6,-5.594524032990757,2,5.594524032990757,1,0,3,anti_homophones_plus
112,alse,4,-5.0437401942911,2,5.0437401942911,1,1,12,anti_homophones_plus
113,R@kofisj§,9,-7.325990856593885,4,7.325990856593885,1,0,0,anti_homophones_plus
114,myla,4,-4.584682377862703,2,4.584682377862703,1,1,10,anti_homophones_plus
115,aRtifikapu,10,-10.179205128054189,5,10.179205128054189,1,0,0,anti_homophones_plus
116,aRZ@tje,7,-6.560366433732117,3,6.560366433732117,1,0,0,anti_homophones_plus
117,sinER,5,-4.837937667333922,2,4.837937667333922,1,0,7,anti_homophones_plus
118,vetiRanje,9,-8.454125717768958,4,8.454125717768958,1,0,0,anti_homophones_plus
119,pRek@timynifite,15,-13.415628833910194,7,13.415628833910194,1,0,0,anti_homophones_plus
120,djabl°m@,8,-4.655020175465764,3,4.655020175465764,1,0,3,anti_homophones_plus
121,filaksideRule,13,-10.695380876891749,6,10.695380876891749,1,0,0,anti_homophones_plus
122,dekuplin,8,-6.730136671829018,3,6.730136671829018,1,0,0,anti_homophones_plus
123,k§t@tuRonOk,11,-11.732923726173329,5,11.732923726173329,1,0,0,anti_homophones_plus
124,kaz8EliZamEn,12,-11.095801037520856,5,11.095801037520856,1,0,0,anti_homophones_plus
125,eRo,3,-4.0734433581474345,2,4.0734433581474345,1,2,31,anti_homophones_plus
126,sufR@kolOg,10,-7.573617941395572,4,7.573617941395572,1,0,0,anti_homophones_plus
127,butEn9R,7,-6.666811435422953,3,6.666811435422953,1,0,0,anti_homophones_plus
128,goSime,6,-5.69157787402405,3,5.69157787402405,1,0,1,anti_homophones_plus
129,motometRite,11,-8.953333923847252,5,8.953333923847252,1,0,0,anti_homophones_plus
130,baj9l,5,-5.449547219930492,2,5.449547219930492,1,1,2,anti_homophones_plus
131,5sanataki,9,-10.09481324428848,5,10.09481324428848,1,0,0,anti_homophones_plus
132,mok9R,5,-5.0611110287386865,2,5.0611110287386865,1,0,4,anti_homophones_plus
133,bRaj,4,-4.512923559191718,1,4.512923559191718,1,1,10,anti_homophones_plus
134,kidn,4,-5.221829227783849,1,5.221829227783849,1,0,2,anti_homophones_plus
135,putRaksi,8,-7.7899057957215545,3,7.7899057957215545,1,0,0,anti_homophones_plus
136,zodo,4,-5.915495366683566,2,5.915495366683566,1,0,4,anti_homophones_plus
137,t@bRik,6,-6.272861542762941,2,6.272861542762941,1,0,2,anti_homophones_plus
138,pRezid@sefasetaR5,17,-14.019297148488926,8,14.019297148488926,1,0,0,anti_homophones_plus
139,@plifamid,9,-9.466647294240149,4,9.466647294240149,1,0,0,anti_homophones_plus
140,myske,5,-4.424055262070908,2,4.424055262070908,1,0,7,anti_homophones_plus
141,apRime,6,-5.280226816016882,3,5.280226816016882,1,1,5,anti_homophones_plus
142,anakl,5,-5.550964270914568,2,5.550964270914568,1,0,4,anti_homophones_plus
143,volab,5,-5.952660938126519,2,5.952660938126519,1,0,2,anti_homophones_plus
144,SnitoloZi,9,-7.651179353951967,4,7.651179353951967,1,0,0,anti_homophones_plus
145,tRak§plEksplwa,14,-10.021950007199747,4,10.021950007199747,1,0,0,anti_homophones_plus
146,Rakyle,6,-5.806623132132835,3,5.806623132132835,1,1,0,anti_homophones_plus
147,RevEn,5,-5.196491137303454,2,5.196491137303454,1,0,2,anti_homophones_plus
148,al°m@,5,-3.788429364322397,3,3.788429364322397,1,4,27,anti_homophones_plus
149,iRe,3,-3.4550991270722977,2,3.4550991270722977,1,7,50,anti_homophones_plus
150,5pRijas,7,-7.1375222400656675,3,7.1375222400656675,1,0,0,anti_homophones_plus
151,valgal°m@,9,-8.790867369420999,4,8.790867369420999,1,0,0,anti_homophones_plus
152,fiziguRaZ°m@,12,-10.58582947096458,6,10.58582947096458,1,0,0,anti_homophones_plus
153,kapitjER,8,-6.712661300927247,3,6.712661300927247,1,0,0,anti_homophones_plus
154,paRud,5,-6.588392172842261,2,6.588392172842261,1,0,1,anti_homophones_plus
155,R8ite,5,-4.663891055382996,2,4.663891055382996,1,2,11,anti_homophones_plus
156,s8isitORtik°m@,14,-11.175392813131067,6,11.175392813131067,1,0,0,anti_homophones_plus
157,mORde,5,-4.634570134284675,2,4.634570134284675,1,0,14,anti_homophones_plus
158,gaRg§,5,-5.496795585159439,2,5.496795585159439,1,0,4,anti_homophones_plus
159,Egz@te,6,-5.530887657059116,3,5.530887657059116,1,0,2,anti_homophones_plus
160,d8odeRat9R,10,-7.210015693609702,4,7.210015693609702,1,0,0,anti_homophones_plus
161,Soz,3,-4.399296747315556,1,4.399296747315556,1,1,12,anti_homophones_plus
162,dwanalimize,11,-10.579878905839763,5,10.579878905839763,1,0,0,anti_homophones_plus
163,p@kad,5,-5.911452174838557,2,5.911452174838557,1,0,1,anti_homophones_plus
164,vaRlo,5,-6.2629951126976815,2,6.2629951126976815,1,0,3,anti_homophones_plus
165,tele,4,-3.708968242815581,2,3.708968242815581,1,4,20,anti_homophones_plus
166,edyksjOnEjs,11,-10.761877375374397,4,10.761877375374397,1,0,0,anti_homophones_plus
167,kRwajaR,7,-5.767054899489899,2,5.767054899489899,1,0,2,anti_homophones_plus
168,sOld9R,6,-5.4728042696577965,2,5.4728042696577965,1,0,0,anti_homophones_plus
169,oto,3,-3.8394650871972393,2,3.8394650871972393,1,5,30,anti_homophones_plus
170,m@tERpetase,11,-10.510288507596977,5,10.510288507596977,1,0,0,anti_homophones_plus
171,semin,5,-5.286438176835994,2,5.286438176835994,1,1,2,anti_homophones_plus
172,depR9v,6,-5.603795991334716,2,5.603795991334716,1,0,0,anti_homophones_plus
173,k§Zenjabl,9,-7.623785533414951,3,7.623785533414951,1,0,0,anti_homophones_plus
174,alS@s,5,-5.578688066637569,2,5.578688066637569,1,0,1,anti_homophones_plus
175,pRogRadjobjolEksj§,18,-12.095229921598593,6,12.095229921598593,1,0,0,anti_homophones_plus
176,ev@tasj§,8,-5.065744541492716,4,5.065744541492716,1,0,1,anti_homophones_plus
177,klonEl,6,-5.309085587610714,2,5.309085587610714,1,1,3,anti_homophones_plus
178,baguz,5,-5.676619790314911,2,5.676619790314911,1,0,1,anti_homophones_plus
179,libe,4,-4.394789263409986,2,4.394789263409986,1,2,25,anti_homophones_plus
180,Rek@pi,6,-7.270838773505857,3,7.270838773505857,1,0,0,anti_homophones_plus
181,bROste,6,-6.385985289739462,2,6.385985289739462,1,0,0,anti_homophones_plus
182,netisid,7,-7.26476826192466,3,7.26476826192466,1,0,0,anti_homophones_plus
183,2kyte,5,-6.9603550096941875,3,6.9603550096941875,1,0,1,anti_homophones_plus
184,leZ9R,5,-5.13217282420587,2,5.13217282420587,1,0,4,anti_homophones_plus
185,k§paRkizm,9,-7.652157249617863,3,7.652157249617863,1,0,0,anti_homophones_plus
186,aRkomEsk,8,-8.006699669457381,3,8.006699669457381,1,0,0,anti_homophones_plus
187,Zezidjos§daZ,12,-10.301261812072353,5,10.301261812072353,1,0,0,anti_homophones_plus
188,dekapsOl,8,-7.334798869840121,3,7.334798869840121,1,0,0,anti_homophones_plus
189,Ekskwodyksj§,12,-12.024998683881872,4,12.024998683881872,1,0,0,anti_homophones_plus
190,bakl@pi,7,-7.935204025755436,3,7.935204025755436,1,0,0,anti_homophones_plus
191,domosj§,7,-7.214668831817694,3,7.214668831817694,1,0,2,anti_homophones_plus
192,tRak§pRel°v5,12,-10.349358750699837,5,10.349358750699837,1,0,0,anti_homophones_plus
193,S@vi,4,-6.837481492190416,2,6.837481492190416,1,0,2,anti_homophones_plus
194,gajE,4,-5.309784632270629,2,5.309784632270629,1,0,7,anti_homophones_plus
195,R@sj2te,7,-8.486801441611949,3,8.486801441611949,1,0,0,anti_homophones_plus
196,tetizasj§,9,-5.5706779262903385,4,5.5706779262903385,1,0,2,anti_homophones_plus
197,puRvwaj5,8,-6.03813246735857,3,6.03813246735857,1,1,0,anti_homophones_plus
198,flaZ,4,-3.6897171777032995,1,3.6897171777032995,1,4,19,anti_homophones_plus
199,gEsteRistadje,13,-12.811117012515336,5,12.811117012515336,1,0,0,anti_homophones_plus
200,ipoma,5,-6.37558016735046,3,6.37558016735046,1,0,2,anti_homophones_plus
201,selepatwaR,10,-7.886341870636354,4,7.886341870636354,1,0,0,anti_homophones_plus
202,emastRa,7,-7.605360418222431,3,7.605360418222431,1,0,0,anti_homophones_plus
203,ORl5pilaRm°m@,13,-12.893615475779548,6,12.893615475779548,1,0,0,anti_homophones_plus
204,pasmaRkuRatif,13,-11.696553446987567,5,11.696553446987567,1,0,0,anti_homophones_plus
205,eteRabaZ,8,-8.491134249430754,4,8.491134249430754,1,0,0,anti_homophones_plus
206,ofyziv°m@,9,-6.696907649910226,5,6.696907649910226,1,0,0,anti_homophones_plus
207,alwatenoses9R,13,-12.300853734847228,6,12.300853734847228,1,0,0,anti_homophones_plus
208,am§si,5,-6.86923853584153,3,6.86923853584153,1,0,0,anti_homophones_plus
209,nitik,5,-5.603155433961456,2,5.603155433961456,1,0,9,anti_homophones_plus
210,pRomatR°m@,10,-8.388210017362503,4,8.388210017362503,1,0,0,anti_homophones_plus
211,lEj@s,5,-5.577108034349259,2,5.577108034349259,1,1,1,anti_homophones_plus
212,paRfEv,6,-5.851655183461584,2,5.851655183461584,1,0,0,anti_homophones_plus
213,albiZu,6,-5.666839970790269,3,5.666839970790269,1,0,1,anti_homophones_plus
214,kad,3,-3.841248235259024,1,3.841248235259024,1,1,43,anti_homophones_plus
215,Rizwa,5,-6.869834284674301,2,6.869834284674301,1,0,0,anti_homophones_plus
216,pERs°lE,7,-5.590816598188446,3,5.590816598188446,1,0,2,anti_homophones_plus
217,pwal2,5,-5.352526865544993,2,5.352526865544993,1,0,2,anti_homophones_plus
218,ebOR,4,-5.643637165121264,2,5.643637165121264,1,0,7,anti_homophones_plus
219,R§Se,4,-4.6252996775109585,2,4.6252996775109585,1,1,12,anti_homophones_plus
220,spiRwat°Ri,10,-7.768390832646625,4,7.768390832646625,1,0,0,anti_homophones_plus
221,dekR°vetikyle,13,-10.896848927653117,6,10.896848927653117,1,0,0,anti_homophones_plus
222,plun,4,-4.947649459717009,1,4.947649459717009,1,1,4,anti_homophones_plus
223,satyR,5,-4.501798123798489,2,4.501798123798489,1,1,11,anti_homophones_plus
224,Eskad@sjEf,10,-11.14536399305512,4,11.14536399305512,1,0,0,anti_homophones_plus
225,tofoni,6,-6.246107065352769,3,6.246107065352769,1,0,0,anti_homophones_plus
226,demER,5,-4.635754637014621,2,4.635754637014621,1,2,15,anti_homophones_plus
227,gR°niR,6,-4.810715459291216,2,4.810715459291216,1,0,3,anti_homophones_plus
228,5sone,5,-4.689205064816846,3,4.689205064816846,1,2,10,anti_homophones_plus
229,kaR§deRi,8,-8.94187886537787,4,8.94187886537787,1,0,1,anti_homophones_plus
230,itif,4,-4.869138087380582,2,4.869138087380582,1,1,11,anti_homophones_plus
231,muv@tRije,9,-7.602974869031382,4,7.602974869031382,1,0,0,anti_homophones_plus
232,lin,3,-3.848316671449796,1,3.848316671449796,1,3,33,anti_homophones_plus
233,fOR,3,-3.7133820266657316,1,3.7133820266657316,1,4,26,anti_homophones_plus
234,page,4,-4.473059486845938,2,4.473059486845938,1,0,14,anti_homophones_plus
235,siN2z,5,-7.478509437037997,2,7.478509437037997,1,0,0,anti_homophones_plus
236,kOtSe,5,-5.531573645000843,2,5.531573645000843,1,0,2,anti_homophones_plus
237,sid,3,-3.9986892863371253,1,3.9986892863371253,1,1,33,anti_homophones_plus
238,tal§,4,-5.186742814046952,2,5.186742814046952,1,0,11,anti_homophones_plus
239,Rete5,5,-5.833456704548647,3,5.833456704548647,1,0,4,anti_homophones_plus
240,vaRite,6,-5.141852807142281,3,5.141852807142281,1,1,11,anti_homophones_plus
241,RefeR@pt9R,10,-7.99366863326153,4,7.99366863326153,1,0,0,anti_homophones_plus
242,kloidativ,9,-9.53670117618408,4,9.53670117618408,1,0,0,anti_homophones_plus
243,fyRkaRod9R,10,-10.115023311721194,4,10.115023311721194,1,0,0,anti_homophones_plus
244,@bR@,4,-5.191197554293103,2,5.191197554293103,1,1,7,anti_homophones_plus
245,mEZi,4,-4.840228726559329,2,4.840228726559329,1,0,1,anti_homophones_plus
246,velOikEt,8,-9.677780153194576,4,9.677780153194576,1,0,0,anti_homophones_plus
247,pRedik,6,-4.802655781378484,2,4.802655781378484,1,0,7,anti_homophones_plus
248,kRanje,6,-5.340061483019477,2,5.340061483019477,1,0,2,anti_homophones_plus
249,foSaZ,5,-4.688978262470549,2,4.688978262470549,1,0,6,anti_homophones_plus
250,toRi,4,-5.023570226070483,2,5.023570226070483,1,2,19,anti_homophones_plus
251,bobOlikylas,11,-9.782866109123196,5,9.782866109123196,1,0,0,anti_homophones_plus
252,des@,4,-3.839090811221207,2,3.839090811221207,1,2,19,anti_homophones_plus
253,defaRdiz,8,-7.346016183641043,3,7.346016183641043,1,0,0,anti_homophones_plus
254,RapRoEn,7,-8.193670864763783,3,8.193670864763783,1,0,0,anti_homophones_plus
255,kRiv,4,-5.492583318206629,1,5.492583318206629,1,0,10,anti_homophones_plus
256,k§v@tisfemaRm5,14,-13.93193190662719,6,13.93193190662719,1,0,0,anti_homophones_plus
257,adORmiRliG,10,-9.489735147468435,4,9.489735147468435,1,0,0,anti_homophones_plus
258,emoRoleZitizasj§,16,-11.888238424037382,8,11.888238424037382,1,0,0,anti_homophones_plus
259,lipyt,5,-6.686022230474867,2,6.686022230474867,1,0,0,anti_homophones_plus
260,mamol,5,-7.1846406445608935,2,7.1846406445608935,1,0,0,anti_homophones_plus
261,ymisil,6,-7.291455905312341,3,7.291455905312341,1,0,0,anti_homophones_plus
262,diskytana,9,-8.422405713874065,4,8.422405713874065,1,0,0,anti_homophones_plus
263,sav@tRy@d°Ri,12,-10.176882692248551,6,10.176882692248551,1,0,0,anti_homophones_plus
264,Sa,2,-4.56821377852673,1,4.56821377852673,1,1,21,anti_homophones_plus
265,devonje,7,-5.989757770622454,3,5.989757770622454,1,0,1,anti_homophones_plus
266,utaR,4,-5.756626966797265,2,5.756626966797265,1,1,4,anti_homophones_plus
267,@s@s,4,-4.780104923926793,2,4.780104923926793,1,1,8,anti_homophones_plus
268,fj@s,4,-4.884930420470184,1,4.884930420470184,1,0,8,anti_homophones_plus
269,lem@t9R,7,-6.979751871564021,3,6.979751871564021,1,0,0,anti_homophones_plus
270,lig,3,-5.121473139645136,1,5.121473139645136,1,1,25,anti_homophones_plus
271,kaim@,5,-5.641833795183353,3,5.641833795183353,1,0,2,anti_homophones_plus
272,Osts5kopisemjEv°nij,19,-16.872761943825015,8,16.872761943825015,1,0,0,anti_homophones_plus
273,atRiktostRyEl,13,-12.412058756914224,5,12.412058756914224,1,0,0,anti_homophones_plus
274,bib°lo,6,-5.8986673797681695,3,5.8986673797681695,1,0,2,anti_homophones_plus
275,sevazinabl,10,-9.764746034719202,4,9.764746034719202,1,0,0,anti_homophones_plus
276,ReSofe,6,-5.571158573163121,3,5.571158573163121,1,0,1,anti_homophones_plus
277,RaRis,5,-6.338072074693958,2,6.338072074693958,1,0,6,anti_homophones_plus
278,gulwaz,6,-8.407424562845959,2,8.407424562845959,1,0,0,anti_homophones_plus
279,l5b,3,-4.645514411171211,1,4.645514411171211,1,2,8,anti_homophones_plus
280,analizasj§,10,-5.128402619098678,5,5.128402619098678,1,0,1,anti_homophones_plus
281,kRip°lo,7,-6.871818721132383,3,6.871818721132383,1,0,0,anti_homophones_plus
282,kuRaZ,5,-4.2752770484003735,2,4.2752770484003735,1,2,10,anti_homophones_plus
283,nOksi,5,-5.274665205593252,2,5.274665205593252,1,1,6,anti_homophones_plus
284,kRunEs°vabl,11,-10.353255395020351,4,10.353255395020351,1,0,0,anti_homophones_plus
285,@til,4,-4.260804189598884,2,4.260804189598884,1,1,26,anti_homophones_plus
286,saRke,5,-4.868942239338763,2,4.868942239338763,1,0,7,anti_homophones_plus
287,gnu,3,-4.733785857156302,1,4.733785857156302,1,1,1,anti_homophones_plus
288,kal,3,-3.186248669758985,1,3.186248669758985,1,6,58,anti_homophones_plus
289,b§dRospatu,10,-12.533951963931738,4,12.533951963931738,1,0,0,anti_homophones_plus
290,zanij@,6,-8.86775639752358,3,8.86775639752358,1,0,0,anti_homophones_plus
291,splozisj2z°m@,13,-7.9504008321091835,5,7.9504008321091835,1,0,0,anti_homophones_plus
292,ypefje,6,-5.881457630200115,3,5.881457630200115,1,0,0,anti_homophones_plus
293,uti,3,-4.572648828786559,2,4.572648828786559,1,1,16,anti_homophones_plus
294,fRiZibERlOp°m@,14,-9.959766917123304,6,9.959766917123304,1,0,0,anti_homophones_plus
295,RezosfER,8,-6.511679890256549,3,6.511679890256549,1,0,0,anti_homophones_plus
296,sabl,4,-3.3940271035134413,1,3.3940271035134413,1,4,22,anti_homophones_plus
297,gRoanaZ,7,-7.521446684597267,3,7.521446684597267,1,0,0,anti_homophones_plus
298,abl,3,-3.8347451969725346,1,3.8347451969725346,1,4,29,anti_homophones_plus
299,OmnjofORZaZ,11,-12.706197720757523,4,12.706197720757523,1,0,0,anti_homophones_plus
300,f@ta,4,-5.280670729618093,2,5.280670729618093,1,0,9,anti_homophones_plus
301,bRogam,6,-6.258993058978386,2,6.258993058978386,1,0,0,anti_homophones_plus
302,vaRj5,5,-4.572210365239042,2,4.572210365239042,1,0,5,anti_homophones_plus
303,kalm,4,-4.9681979318722105,1,4.9681979318722105,1,0,10,anti_homophones_plus
304,aRtiRadOktoRj5,14,-11.100825829078964,6,11.100825829078964,1,0,0,anti_homophones_plus
