,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
57,aplEv°m@,8,-7.2755561978813965,4,7.2755561978813965,1,0,0,anti_homophones_plus
58,soliz,5,-5.79433752477569,2,5.79433752477569,1,0,6,anti_homophones_plus
59,abilize,7,-4.668246153886735,4,4.668246153886735,1,1,5,anti_homophones_plus
60,demoRjalis,10,-8.098574507256195,4,8.098574507256195,1,0,0,anti_homophones_plus
61,sibl,4,-3.603648060496963,1,3.603648060496963,1,3,21,anti_homophones_plus
62,dekap5,6,-5.9860929280783495,3,5.9860929280783495,1,0,2,anti_homophones_plus
63,balOm,5,-5.108097612538428,2,5.108097612538428,1,0,2,anti_homophones_plus
64,basj§,5,-3.747626269180962,2,3.747626269180962,1,5,37,anti_homophones_plus
65,valsifiksi,10,-8.667158183751186,4,8.667158183751186,1,0,0,anti_homophones_plus
66,p°lySe,6,-5.816903795608973,3,5.816903795608973,1,0,0,anti_homophones_plus
67,@dE,3,-4.7113178756922744,2,4.7113178756922744,1,1,15,anti_homophones_plus
68,buklitskif,10,-10.486572275648955,3,10.486572275648955,1,0,0,anti_homophones_plus
69,klu,3,-4.426346433563929,1,4.426346433563929,1,0,11,anti_homophones_plus
70,filER,5,-4.978883346229802,2,4.978883346229802,1,0,9,anti_homophones_plus
71,deRe,4,-3.7481059177390175,2,3.7481059177390175,1,2,36,anti_homophones_plus
72,R°n§sjEl,8,-6.1778395183481,3,6.1778395183481,1,0,0,anti_homophones_plus
73,kRist,5,-4.075087257846399,1,4.075087257846399,1,1,13,anti_homophones_plus
74,pRoR9R,6,-5.441467047820497,2,5.441467047820497,1,0,2,anti_homophones_plus
75,@dy,3,-3.9543272407588406,2,3.9543272407588406,1,2,18,anti_homophones_plus
76,Egzone,6,-4.81727623474835,3,4.81727623474835,1,1,4,anti_homophones_plus
77,ORl§Z@belisismaSidER,20,-19.180624060788162,9,19.180624060788162,1,0,0,anti_homophones_plus
78,p§d@,4,-4.766779678333391,2,4.766779678333391,1,1,11,anti_homophones_plus
79,ekival,6,-5.87120672290207,3,5.87120672290207,1,0,1,anti_homophones_plus
80,5spiRefeR@,10,-8.197150919092753,5,8.197150919092753,1,0,0,anti_homophones_plus
81,epatiN§,7,-8.92538682004367,4,8.92538682004367,1,0,0,anti_homophones_plus
82,fylER,5,-4.846973216770383,2,4.846973216770383,1,2,9,anti_homophones_plus
83,j9R,3,-4.741642839794936,1,4.741642839794936,1,1,20,anti_homophones_plus
84,inisj§,6,-5.006693885237919,3,5.006693885237919,1,1,2,anti_homophones_plus
85,symati,6,-7.0247584181733504,3,7.0247584181733504,1,0,1,anti_homophones_plus
86,pORkij@,7,-8.508023801867143,3,8.508023801867143,1,0,0,anti_homophones_plus
87,5Ze,3,-4.205937077097947,2,4.205937077097947,1,2,15,anti_homophones_plus
88,matik,5,-3.8753907518802695,2,3.8753907518802695,1,1,23,anti_homophones_plus
89,mERvat9R,8,-5.846530923395727,3,5.846530923395727,1,0,0,anti_homophones_plus
90,@pize,5,-8.03052918596088,3,8.03052918596088,1,0,1,anti_homophones_plus
91,5difil,6,-6.9949857232414905,3,6.9949857232414905,1,0,1,anti_homophones_plus
92,seks8aZ2nEz,11,-10.406350347150303,4,10.406350347150303,1,0,0,anti_homophones_plus
93,@Zjo,4,-5.3965431096239875,2,5.3965431096239875,1,1,0,anti_homophones_plus
94,@ke,3,-4.288002860863566,2,4.288002860863566,1,1,21,anti_homophones_plus
95,deplwazEl,9,-6.904621355650305,3,6.904621355650305,1,0,0,anti_homophones_plus
96,jOdZj5,6,-7.232256251861659,2,7.232256251861659,1,0,0,anti_homophones_plus
97,dem§t@poR2,10,-8.121919830998506,5,8.121919830998506,1,0,0,anti_homophones_plus
98,fulwaj5,7,-6.246896705479457,3,6.246896705479457,1,0,0,anti_homophones_plus
99,baR,3,-3.3990293367459747,1,3.3990293367459747,1,4,54,anti_homophones_plus
100,flOp,4,-5.048912571519137,1,5.048912571519137,1,1,3,anti_homophones_plus
101,koRolE,6,-6.2974631147147795,3,6.2974631147147795,1,0,1,anti_homophones_plus
102,otonal,6,-5.241548368441543,3,5.241548368441543,1,0,2,anti_homophones_plus
103,ElEn,4,-5.082836838410718,2,5.082836838410718,1,0,5,anti_homophones_plus
104,def@t°Ro,8,-7.567133298911015,4,7.567133298911015,1,0,0,anti_homophones_plus
105,dekaRapi,8,-7.295863019210105,4,7.295863019210105,1,0,0,anti_homophones_plus
106,olival@S,8,-9.512966505352502,4,9.512966505352502,1,0,0,anti_homophones_plus
107,petRi,5,-4.973815371725789,2,4.973815371725789,1,0,7,anti_homophones_plus
108,5diNas,6,-6.015982289110602,3,6.015982289110602,1,1,0,anti_homophones_plus
109,pRepaRdisk,10,-9.227963116781217,3,9.227963116781217,1,0,0,anti_homophones_plus
110,asyRsj§,7,-6.635084905284274,3,6.635084905284274,1,0,0,anti_homophones_plus
111,bikase,6,-6.741639325969878,3,6.741639325969878,1,0,0,anti_homophones_plus
112,spese,5,-5.575406237094376,2,5.575406237094376,1,0,3,anti_homophones_plus
113,bEl,3,-3.7616901350249563,1,3.7616901350249563,1,2,29,anti_homophones_plus
114,nEstik,6,-5.542431418864865,2,5.542431418864865,1,0,3,anti_homophones_plus
115,5fORmite,8,-5.9331078017223025,4,5.9331078017223025,1,0,0,anti_homophones_plus
116,2RobaZist,9,-8.761822523134864,4,8.761822523134864,1,0,0,anti_homophones_plus
117,bREt,4,-4.248905302188006,1,4.248905302188006,1,2,18,anti_homophones_plus
118,@binasj§,8,-5.970616799955194,4,5.970616799955194,1,0,1,anti_homophones_plus
119,pRodyk,6,-5.0414858896796195,2,5.0414858896796195,1,2,1,anti_homophones_plus
120,ilite,5,-4.411171157283632,3,4.411171157283632,1,2,23,anti_homophones_plus
121,emjabl,6,-6.6486104657382405,2,6.6486104657382405,1,0,2,anti_homophones_plus
122,pRoSabl2,8,-8.157530880350995,3,8.157530880350995,1,0,0,anti_homophones_plus
123,@tis°m@,7,-4.252780533502742,4,4.252780533502742,1,1,7,anti_homophones_plus
124,tje,3,-4.121257605038302,1,4.121257605038302,1,1,24,anti_homophones_plus
125,kopRi,5,-5.43587387263572,2,5.43587387263572,1,0,5,anti_homophones_plus
126,kReminoze,9,-8.444598978574875,4,8.444598978574875,1,0,0,anti_homophones_plus
127,bytopai,7,-8.769679253330219,4,8.769679253330219,1,0,1,anti_homophones_plus
128,floR9R,6,-5.49683207839527,2,5.49683207839527,1,0,1,anti_homophones_plus
129,aRafik,6,-5.9730717382574525,3,5.9730717382574525,1,0,4,anti_homophones_plus
130,mwaR,4,-3.881480863315848,1,3.881480863315848,1,2,18,anti_homophones_plus
131,5totR,5,-6.799620800687478,2,6.799620800687478,1,0,1,anti_homophones_plus
132,SEv°m@,6,-4.748606312213495,3,4.748606312213495,1,1,5,anti_homophones_plus
133,yRb5,4,-4.870975299815806,2,4.870975299815806,1,0,1,anti_homophones_plus
134,demi,4,-3.9563462862399223,2,3.9563462862399223,1,2,25,anti_homophones_plus
135,djabl°m@,8,-4.655020175465764,3,4.655020175465764,1,1,1,anti_homophones_plus
136,maoizm,6,-4.723334415087504,3,4.723334415087504,1,1,7,anti_homophones_plus
137,flEjaReopaZ,11,-13.193092730685079,5,13.193092730685079,1,0,0,anti_homophones_plus
138,konOm,5,-5.756777292491825,2,5.756777292491825,1,0,3,anti_homophones_plus
139,bRikonjOm,9,-8.7017724596269,3,8.7017724596269,1,0,0,anti_homophones_plus
140,stEtsnase,9,-8.88110321599207,3,8.88110321599207,1,0,0,anti_homophones_plus
141,buki,4,-4.442474063990272,2,4.442474063990272,1,1,11,anti_homophones_plus
142,5dEl,4,-4.794379482096205,2,4.794379482096205,1,0,6,anti_homophones_plus
143,etonite,7,-6.631843017670712,4,6.631843017670712,1,0,0,anti_homophones_plus
144,k§kuRimodyk,11,-11.29957084207715,5,11.29957084207715,1,0,0,anti_homophones_plus
145,ostik,5,-5.112893303809459,2,5.112893303809459,1,0,6,anti_homophones_plus
146,sefak,5,-6.39134055997625,2,6.39134055997625,1,0,1,anti_homophones_plus
147,negal°ve,8,-7.754164505985068,4,7.754164505985068,1,0,0,anti_homophones_plus
148,@filozist,9,-7.328262972424147,4,7.328262972424147,1,0,0,anti_homophones_plus
149,syRE,4,-4.79454025961147,2,4.79454025961147,1,1,18,anti_homophones_plus
150,dZ9R,4,-4.530560595712429,1,4.530560595712429,1,0,3,anti_homophones_plus
151,Rab,3,-4.478289640861972,1,4.478289640861972,1,1,34,anti_homophones_plus
152,depRime,7,-5.421261564721524,3,5.421261564721524,1,0,3,anti_homophones_plus
153,tR@,3,-3.7254136512218947,1,3.7254136512218947,1,4,26,anti_homophones_plus
154,pRopi,5,-4.47356112577309,2,4.47356112577309,1,1,5,anti_homophones_plus
155,vRum,4,-5.268054801104094,1,5.268054801104094,1,0,2,anti_homophones_plus
156,pERkyRatabl°m@,14,-10.382572342238785,6,10.382572342238785,1,0,0,anti_homophones_plus
157,k8iR,4,-4.120524619732416,1,4.120524619732416,1,1,9,anti_homophones_plus
158,t§b,3,-4.324630092835369,1,4.324630092835369,1,2,5,anti_homophones_plus
159,abaZiG,6,-7.775114064864676,3,7.775114064864676,1,0,0,anti_homophones_plus
160,efEktomifikas,13,-10.83967923814917,6,10.83967923814917,1,0,0,anti_homophones_plus
161,SifRa,5,-5.362264081478928,2,5.362264081478928,1,0,2,anti_homophones_plus
162,Sip,3,-4.036350364132043,1,4.036350364132043,1,3,17,anti_homophones_plus
163,tyRizasj§,9,-5.943865368267484,4,5.943865368267484,1,0,3,anti_homophones_plus
164,dREfORm@,8,-7.072301577699952,3,7.072301577699952,1,0,0,anti_homophones_plus
165,R°ton2,6,-6.491623611285234,3,6.491623611285234,1,0,1,anti_homophones_plus
166,k5kena,6,-5.985215432255293,3,5.985215432255293,1,0,0,anti_homophones_plus
167,misid,5,-5.3115806563034615,2,5.3115806563034615,1,0,3,anti_homophones_plus
168,@paZ,4,-4.722960143614398,2,4.722960143614398,1,0,11,anti_homophones_plus
169,bRaZe,5,-5.067571057695557,2,5.067571057695557,1,1,7,anti_homophones_plus
170,glutOn°m@,9,-5.664264600426602,4,5.664264600426602,1,1,0,anti_homophones_plus
171,pite5,5,-7.097534189264573,3,7.097534189264573,1,0,0,anti_homophones_plus
172,kalOtik°tEktomnezine,20,-22.260111784144517,9,22.260111784144517,1,0,0,anti_homophones_plus
173,tREj§,5,-5.334506166494276,2,5.334506166494276,1,0,4,anti_homophones_plus
174,natif,5,-4.856844966188066,2,4.856844966188066,1,1,11,anti_homophones_plus
175,pisjam@,7,-6.97369932376007,3,6.97369932376007,1,0,1,anti_homophones_plus
176,mul5,4,-4.8348891380491175,2,4.8348891380491175,1,0,3,anti_homophones_plus
177,af5,3,-4.6189699165465825,2,4.6189699165465825,1,1,19,anti_homophones_plus
178,nOt,3,-4.58886324438125,1,4.58886324438125,1,1,12,anti_homophones_plus
179,S@dik,5,-5.988671363106792,2,5.988671363106792,1,0,1,anti_homophones_plus
180,5dislavanizm,12,-9.156314374327195,5,9.156314374327195,1,0,0,anti_homophones_plus
181,S@bRaj,6,-6.2549775350811725,2,6.2549775350811725,1,0,0,anti_homophones_plus
182,z@zZen8iR,9,-10.29097469815517,3,10.29097469815517,1,0,0,anti_homophones_plus
183,R°kom@te,8,-6.202906687225886,4,6.202906687225886,1,0,1,anti_homophones_plus
184,epuz9R,6,-4.841137936045504,3,4.841137936045504,1,2,0,anti_homophones_plus
185,sole,4,-4.273008847086647,2,4.273008847086647,1,1,26,anti_homophones_plus
186,t@buRinjOm,10,-8.446915711540495,4,8.446915711540495,1,0,0,anti_homophones_plus
187,saRdj@t,7,-8.264026114044187,2,8.264026114044187,1,0,0,anti_homophones_plus
188,im@taZ,6,-6.0020948129636755,3,6.0020948129636755,1,0,1,anti_homophones_plus
189,fekatogRafi,11,-8.813182535927393,5,8.813182535927393,1,0,0,anti_homophones_plus
190,k§paRsibl,9,-6.850549550734775,3,6.850549550734775,1,0,0,anti_homophones_plus
191,alkylpe,7,-6.356803517356613,3,6.356803517356613,1,0,1,anti_homophones_plus
192,site,4,-3.379282232153062,2,3.379282232153062,1,5,49,anti_homophones_plus
193,epEt°m@,7,-6.646292324670632,4,6.646292324670632,1,0,1,anti_homophones_plus
194,syswam@,7,-6.813351690507972,3,6.813351690507972,1,0,0,anti_homophones_plus
195,ataZ,4,-4.441437255971558,2,4.441437255971558,1,1,25,anti_homophones_plus
196,taRs°m@,7,-6.1069783614948046,3,6.1069783614948046,1,0,2,anti_homophones_plus
197,kaSEv°nifERmij,14,-10.889330569818231,6,10.889330569818231,1,0,0,anti_homophones_plus
198,baRdiRasj§,10,-7.890335058663742,4,7.890335058663742,1,0,0,anti_homophones_plus
199,pate,4,-4.293874742310742,2,4.293874742310742,1,1,29,anti_homophones_plus
200,sakRaSyR,8,-7.224032774890733,3,7.224032774890733,1,0,0,anti_homophones_plus
201,kal,3,-3.186248669758985,1,3.186248669758985,1,10,59,anti_homophones_plus
202,advERsit,8,-7.203327191284065,3,7.203327191284065,1,0,0,anti_homophones_plus
203,vERpe,5,-6.225227461789594,2,6.225227461789594,1,0,5,anti_homophones_plus
204,SiSit§,6,-7.110907645904448,3,7.110907645904448,1,0,0,anti_homophones_plus
205,Re@byl@,7,-5.765304269460482,4,5.765304269460482,1,0,0,anti_homophones_plus
206,REziljal,8,-7.698129401274168,3,7.698129401274168,1,0,0,anti_homophones_plus
207,kapi,4,-3.9847408648138725,2,3.9847408648138725,1,2,27,anti_homophones_plus
208,pEpe,4,-6.097812603862206,2,6.097812603862206,1,0,7,anti_homophones_plus
209,EksiZeRj9R,10,-7.568969046629145,4,7.568969046629145,1,0,0,anti_homophones_plus
210,aRdo,4,-5.244637731702643,2,5.244637731702643,1,1,11,anti_homophones_plus
211,yni,3,-4.180679406599454,2,4.180679406599454,1,1,25,anti_homophones_plus
212,sagon,5,-6.932518932286843,2,6.932518932286843,1,0,3,anti_homophones_plus
213,petikylaR,9,-7.491690994644317,4,7.491690994644317,1,0,0,anti_homophones_plus
214,@Zolje,6,-5.485102668885244,3,5.485102668885244,1,0,1,anti_homophones_plus
215,tuRn,4,-4.616911110250893,1,4.616911110250893,1,2,8,anti_homophones_plus
216,bRomanjomjEn,12,-11.051907017604897,4,11.051907017604897,1,0,0,anti_homophones_plus
217,kotSEksEpte,11,-10.532223375670215,4,10.532223375670215,1,0,0,anti_homophones_plus
218,Eks,3,-3.346821858757632,1,3.346821858757632,1,3,17,anti_homophones_plus
219,fER,3,-3.3475565601513635,1,3.3475565601513635,1,6,42,anti_homophones_plus
220,epoloZi,7,-5.7505971274292245,4,5.7505971274292245,1,0,3,anti_homophones_plus
221,mez@tas5kRolidy,15,-15.465692508637849,7,15.465692508637849,1,0,0,anti_homophones_plus
222,fl@b5ziljaRd°l@,15,-15.018559000945,6,15.018559000945,1,0,0,anti_homophones_plus
223,pilami,6,-6.8139909091652076,3,6.8139909091652076,1,0,1,anti_homophones_plus
224,tal,3,-3.547297898699754,1,3.547297898699754,1,3,48,anti_homophones_plus
225,Rabl,4,-3.3479679301780534,1,3.3479679301780534,1,6,38,anti_homophones_plus
226,anEt,4,-4.516171759270089,2,4.516171759270089,1,2,16,anti_homophones_plus
227,biliZut°Ri,10,-10.393922476529424,5,10.393922476529424,1,0,0,anti_homophones_plus
228,fylgaRnaOm,10,-8.42436898551401,4,8.42436898551401,1,0,0,anti_homophones_plus
229,deklinos@s,10,-8.817777968232491,4,8.817777968232491,1,0,0,anti_homophones_plus
230,ORpone,6,-6.19035531225058,3,6.19035531225058,1,0,0,anti_homophones_plus
231,kafuj9R,7,-5.199760031865929,3,5.199760031865929,1,0,1,anti_homophones_plus
232,ast9R,5,-4.696840011050519,2,4.696840011050519,1,1,6,anti_homophones_plus
233,RiR,3,-4.587934586349655,1,4.587934586349655,1,1,38,anti_homophones_plus
234,tEkstisj5,9,-8.309678362370324,3,8.309678362370324,1,0,0,anti_homophones_plus
235,k§spERsasj§,11,-7.925594514234367,4,7.925594514234367,1,0,0,anti_homophones_plus
236,lat9R,5,-4.015448084648594,2,4.015448084648594,1,2,20,anti_homophones_plus
237,EsoRam,6,-7.474004966948242,3,7.474004966948242,1,0,0,anti_homophones_plus
238,eRasjonEl,9,-6.932173172204174,4,6.932173172204174,1,0,1,anti_homophones_plus
239,tRolatigalidateRo,17,-17.570501608438573,8,17.570501608438573,1,0,0,anti_homophones_plus
240,akse,4,-4.317825532992896,2,4.317825532992896,1,1,17,anti_homophones_plus
241,asibl,5,-5.033146173659557,2,5.033146173659557,1,0,6,anti_homophones_plus
242,tRufjam@d@,10,-12.164772153754342,4,12.164772153754342,1,0,0,anti_homophones_plus
243,etaR,4,-4.766345302483464,2,4.766345302483464,1,1,17,anti_homophones_plus
244,inyt@sj2,8,-6.922657557516512,4,6.922657557516512,1,0,0,anti_homophones_plus
245,gat§,4,-5.547041690713627,2,5.547041690713627,1,0,6,anti_homophones_plus
246,silj2,5,-5.62283731474919,2,5.62283731474919,1,0,4,anti_homophones_plus
247,kajyR,5,-5.598241826471776,2,5.598241826471776,1,0,0,anti_homophones_plus
248,nORd,4,-5.394546041993294,1,5.394546041993294,1,1,7,anti_homophones_plus
249,pip9R,5,-4.50245868202158,2,4.50245868202158,1,1,4,anti_homophones_plus
250,5lasj§,6,-4.844880934208443,3,4.844880934208443,1,1,7,anti_homophones_plus
251,atalaZ,6,-6.460281012654105,3,6.460281012654105,1,1,0,anti_homophones_plus
252,itORmalin@,10,-12.688560381646681,5,12.688560381646681,1,0,0,anti_homophones_plus
253,siliziblijogRamw5,17,-14.437363058720827,7,14.437363058720827,1,0,0,anti_homophones_plus
254,Opoetityd,9,-10.151536123618474,5,10.151536123618474,1,0,0,anti_homophones_plus
255,Z°nER,5,-4.720377409838838,2,4.720377409838838,1,1,4,anti_homophones_plus
256,mOt,3,-4.459365184749111,1,4.459365184749111,1,3,24,anti_homophones_plus
257,kaRd§,5,-4.7140894625442735,2,4.7140894625442735,1,0,8,anti_homophones_plus
258,koRanyR,7,-7.831011708423185,3,7.831011708423185,1,0,0,anti_homophones_plus
259,deoloZizm,9,-7.32985183885728,4,7.32985183885728,1,0,0,anti_homophones_plus
260,p§tine,6,-5.157060418038212,3,5.157060418038212,1,0,3,anti_homophones_plus
261,desiz5bRe,9,-7.526572357626993,4,7.526572357626993,1,0,0,anti_homophones_plus
262,maReSe@sje,10,-8.157913850733552,5,8.157913850733552,1,0,0,anti_homophones_plus
263,glastif,7,-6.218874940775975,2,6.218874940775975,1,0,0,anti_homophones_plus
264,pjaj,4,-4.893597349403028,1,4.893597349403028,1,0,8,anti_homophones_plus
265,ORt8it°Ri,9,-7.757528178778564,4,7.757528178778564,1,0,0,anti_homophones_plus
266,fuRS,4,-4.806679501916989,1,4.806679501916989,1,0,8,anti_homophones_plus
267,tR@zine,7,-5.732154676468466,3,5.732154676468466,1,0,3,anti_homophones_plus
268,@tik,4,-3.512893927331651,2,3.512893927331651,1,2,28,anti_homophones_plus
269,anORm,5,-5.315714254568895,2,5.315714254568895,1,0,3,anti_homophones_plus
270,pyRist,6,-5.3248345577549285,2,5.3248345577549285,1,0,6,anti_homophones_plus
271,kROjts8ademjER°m@,17,-14.342528436127894,6,14.342528436127894,1,0,0,anti_homophones_plus
272,dOksilOtik,10,-9.805730234679771,4,9.805730234679771,1,0,0,anti_homophones_plus
273,bRomatiR,8,-7.623486325639466,3,7.623486325639466,1,0,0,anti_homophones_plus
274,Ekspid°m@,9,-6.721196540695503,4,6.721196540695503,1,0,1,anti_homophones_plus
275,sismo,5,-6.793794005325379,2,6.793794005325379,1,0,1,anti_homophones_plus
276,buZ,3,-4.598825693936696,1,4.598825693936696,1,1,15,anti_homophones_plus
277,peRopRi,7,-7.668710619661848,3,7.668710619661848,1,0,0,anti_homophones_plus
278,milabl2te,9,-9.577512176213423,4,9.577512176213423,1,0,0,anti_homophones_plus
279,v°le,4,-4.778986824044207,2,4.778986824044207,1,0,12,anti_homophones_plus
280,gazwaR,6,-4.984390466304795,2,4.984390466304795,1,0,1,anti_homophones_plus
281,pap°z@t@dy,10,-8.604376339348061,5,8.604376339348061,1,0,0,anti_homophones_plus
282,v@pe,4,-4.969928294065606,2,4.969928294065606,1,0,9,anti_homophones_plus
283,k§pRofanat9R,12,-8.53934432707667,5,8.53934432707667,1,0,0,anti_homophones_plus
284,tiz9R,5,-5.225620142533434,2,5.225620142533434,1,0,6,anti_homophones_plus
285,apR@go,6,-6.738401783352697,3,6.738401783352697,1,0,1,anti_homophones_plus
286,leZetize,8,-6.713824424250406,4,6.713824424250406,1,0,0,anti_homophones_plus
287,bRas,4,-4.837051016986161,1,4.837051016986161,1,0,11,anti_homophones_plus
288,k§t5Z@b§patR,12,-10.362249045806816,5,10.362249045806816,1,0,0,anti_homophones_plus
289,os2,3,-4.707402016079934,2,4.707402016079934,1,1,8,anti_homophones_plus
290,paSaR§,6,-7.652239934389077,3,7.652239934389077,1,0,0,anti_homophones_plus
291,fift,4,-5.256763552900335,1,5.256763552900335,1,0,6,anti_homophones_plus
292,k§pROp,6,-6.1196176322329645,2,6.1196176322329645,1,0,0,anti_homophones_plus
293,aRdabyze,8,-8.657983434341052,4,8.657983434341052,1,0,0,anti_homophones_plus
294,deful°vine,10,-9.173831081540847,5,9.173831081540847,1,0,0,anti_homophones_plus
295,fajiv,5,-5.333325708149575,2,5.333325708149575,1,0,2,anti_homophones_plus
296,k8itjaR,7,-7.206819418993927,2,7.206819418993927,1,0,1,anti_homophones_plus
297,Reka,4,-5.237864727630376,2,5.237864727630376,1,0,6,anti_homophones_plus
298,aj,2,-4.578520884891839,1,4.578520884891839,1,1,22,anti_homophones_plus
299,kazEks,6,-7.24585291821858,2,7.24585291821858,1,0,0,anti_homophones_plus
300,ame,3,-3.565712833512379,2,3.565712833512379,1,4,50,anti_homophones_plus
301,Rusaja,6,-6.841050450799941,3,6.841050450799941,1,0,0,anti_homophones_plus
302,dR8it,5,-5.338880159323215,1,5.338880159323215,1,0,3,anti_homophones_plus
303,flaRgyRZik°m@,13,-10.166102463784258,5,10.166102463784258,1,0,0,anti_homophones_plus
304,sk@pado,7,-7.581635991041802,3,7.581635991041802,1,0,0,anti_homophones_plus
305,os,2,-4.57184430346134,1,4.57184430346134,1,1,19,anti_homophones_plus
306,fofi,4,-5.747417673638222,2,5.747417673638222,1,0,1,anti_homophones_plus
