,delta,delta_z,mean k,num_sylls_est,p,real_homophony,sd k,word
100,-56.760955154598115,-7.5528478543464965,56.760955154598115,3,0.004988219980191415,0,7.5151725877721,{bs@nti
101,-3.078543951169278,-1.756174491214836,3.078543951169278,5,0.0018173222852238948,0,1.7529829561752095,{bs@ntiIz@m
102,-83.33540520618934,-9.162435497994712,83.33540520618934,3,0.007323614131838416,0,9.095333355899541,{bs@ntlI
103,-61.34985013463828,-7.848420402618744,61.34985013463828,2,0.004023732546378847,0,7.816840458007063,{bsInT
104,-95.2851645266503,-9.80254042081771,95.2851645266503,3,0.008373773137063917,0,9.720456171166882,{bs@lut
105,-20.33827200350144,-4.518449095047346,20.33827200350144,4,0.0038258600458053876,0,4.501162141185598,{bs@lutlI
106,-26.323591708633238,-5.143402439968918,26.323591708633238,4,0.004951766687101813,0,5.117933511108323,{bs@lutnIs
107,-79.58235249421065,-8.95225418007646,79.58235249421065,3,0.0069937914134994865,0,8.889643981660376,{bs@luSH
108,-3.1951852096042104,-1.789196268141082,3.1951852096042104,5,0.0018861778096837133,0,1.7858215258429453,{bs@lutIz@m
109,-92.20202875782329,-9.63135438804834,92.20202875782329,2,0.0060472242905373706,0,9.573111427842159,@bzQlv
110,-142.34087761158568,-11.986752974522622,142.34087761158568,2,0.009335664564280559,0,11.874848669537588,@bs$b
111,-55.14784753804324,-7.377957355888906,56.14784753804324,3,0.004934339356537766,1,7.474676916372466,@bs$b@nt
112,-73.64180169572295,-8.609384177363907,73.64180169572295,3,0.006471728771923978,0,8.553666578074717,@bs$bIN
113,-88.15207541739142,-9.416193464494256,88.15207541739142,2,0.005781601325991435,0,9.361752787874146,@bs$pSH
114,-104.89897027828532,-10.27743509846659,104.89897027828532,2,0.006879974439449421,0,10.206726607686038,@bst1n
115,-33.11318221018315,-5.762796512963564,33.11318221018315,3,0.0029100256797770585,0,5.746026627123509,@bst1n@R
116,-35.827075952947766,-5.995017490546569,35.827075952947766,3,0.0031485258768738696,0,5.976142022845273,{bstimj@s
117,-16.52742540897076,-4.071728056581418,16.52742540897076,4,0.00310899650281617,0,4.059069068293088,{bstimj@slI
118,-16.46995919374683,-4.06462111158277,16.46995919374683,4,0.0030981864548056495,0,4.052028157510947,{bstimj@snIs
119,-20.68679856966139,-4.55136288399439,20.68679856966139,2,0.0013567782888214987,0,4.545187693648839,@bstEnSH
120,-19.925799721995546,-4.467745858287414,19.925799721995546,3,0.0017511028844358508,0,4.459922375628041,{bstIn@ns
121,-21.80523194100894,-4.674087811423665,21.80523194100894,3,0.0019162696142902664,0,4.665130998976109,{bstIn@nt
122,-47.355445542350964,-6.684440362231488,50.355445542350964,2,0.0033026461298846306,3,7.084429357754363,{bstr{kt
123,-11.027148569320373,-3.3223252567882344,11.027148569320373,3,0.0009690788794551693,0,3.3191056615512,{bstr{ktId
124,-3.7241578779737314,-1.930484055792629,3.7241578779737314,4,0.0007005564104540503,0,1.9291316428120644,{bstr{ktIdlI
125,-41.64788322258263,-6.462349258238839,41.64788322258263,2,0.0027315460892360878,0,6.4446970533952195,{bstr{kSH
126,-35.014638409564746,-5.924123090539635,35.014638409564746,2,0.0022964936321613924,0,5.91051837958607,{bstrus
127,-14.324434104491788,-3.787147887481624,14.324434104491788,3,0.0012588482383769917,0,3.7823804430349943,{bstruslI
128,-16.86300133548765,-4.109504640378906,16.86300133548765,3,0.0014819405339210519,0,4.103414598877991,{bstrusnIs
129,-100.81945645656751,-10.074252026038057,100.81945645656751,2,0.006612412701289926,0,10.007636913985086,@bs3d
130,-23.974076505046558,-4.907411181435739,23.974076505046558,4,0.004509796182288668,0,4.8852797572247795,@bs3d@tI
131,-40.33441569722773,-6.3622240695279,40.33441569722773,3,0.0035446362331687962,0,6.339672299567514,@bs3dlI
132,-26.461304545734507,-5.15004683825387,26.461304545734507,3,0.002325450790555805,0,5.138070657762453,@bVnd@ns
133,-30.59252033887331,-5.538500723365926,30.59252033887331,3,0.002688506928453582,0,5.523610425797912,@bVnd@nt
134,-9.394886874742161,-3.0678200260165926,9.394886874742161,4,0.0017672849651508957,0,3.0623983138088255,@bVnd@ntlI
135,-124.53353494755646,-11.205314310730435,124.53353494755646,2,0.00816774020774949,0,11.113792214494211,@bjus
136,-162.75545977221756,-12.826205713310399,162.75545977221756,2,0.010674589084555491,0,12.689291237806831,@bjuz
137,-67.23231798857796,-8.223862728943999,67.23231798857796,3,0.005908455750819753,0,8.175272399909217,@bjusIv
138,-27.515304686442953,-5.259131418078244,27.515304686442953,4,0.005175941438382798,0,5.231910461841512,@bjusIvlI
139,-65.06539875301777,-8.089473646984384,65.06539875301777,3,0.005718024321383054,0,8.043217839923742,@bVtm@nt
140,-99.83340792954232,-10.024539869378131,99.83340792954232,2,0.006547741059194747,0,9.95890177807587,@bIzmP
141,-15.494071095183186,-3.941999782924322,15.494071095183186,4,0.0029146108154972134,0,3.930510387722322,@bIzm@lI
142,-122.33683641157683,-11.105240474146449,122.33683641157683,2,0.008023666059656117,0,11.01613573306972,@bIs
143,-144.046170447402,-12.059022658268749,144.046170447402,2,0.009447509047511118,0,11.945094932600613,1si
144,-15.192572441070098,-3.9003696991387695,15.192572441070098,3,0.0013351412638254766,0,3.8951621546092747,@k1S@
145,-16.11248548769075,-3.9012710836566615,17.11248548769075,4,0.0032190529510328727,1,4.1300604705962956,{k@dEmIk
146,-1.1151284374464439,-1.0573401775628797,1.1151284374464439,6,0.002540155893955453,0,1.0546543686789274,{k@dEmIk@lI
147,-4.315284139339107,-2.0781698521155847,4.315284139339107,4,0.0008117539765498696,0,2.076482889474184,{k@dEmIkPz
148,-11.346021867899724,-3.3719860104665695,11.346021867899724,4,0.0021343156260157496,0,3.364789128033724,@k{d@mISH
149,-18.34322218206574,-4.290307201730896,18.34322218206574,4,0.003450568506784376,0,4.275503202816173,@k{d@mI
150,-80.85712101574872,-9.024178025733404,80.85712101574872,3,0.007105819581311954,0,8.960053844812904,1sisi
151,-66.30761917890293,-8.160713429209535,66.30761917890293,2,0.004348896122443951,0,8.12522333422087,{ksid
152,-2.072106728926677,-1.4403626075639435,2.072106728926677,5,0.0012232034999567162,0,1.4386007509811642,@ksEl@r{nd5
153,-1.161305297553115,-1.078008332668712,1.161305297553115,5,0.0006855403173276948,0,1.0772693144942522,@JEl@r{nd5
154,-1.1856726725605342,-1.0892672470855707,1.1856726725605342,5,0.0006999248362222752,0,1.088504841886052,{ksEl@r{nd5
155,-24.275302743404243,-4.938285479094293,24.275302743404243,4,0.004566460260234056,0,4.915734994700318,@ksEl@r1t
156,-26.36266875221119,-5.147237695019098,26.36266875221119,4,0.004959117522989313,0,5.121711938370737,@ksEl@r1SH
157,-3.6218277891223445,-1.9051477548295055,3.6218277891223445,5,0.002138032933366201,0,1.901074486186751,@ksEl@r1t@R
158,-78.3228389758186,-8.817022688958737,79.3228389758186,2,0.0052025210845293235,1,8.883139097951927,{ksEnt
159,-5.021392352389855,-2.241905428080806,5.021392352389855,4,0.0009445809541741638,0,2.2397877669123814,{ksEntjU1t
160,-3.775475579885824,-1.9437486631607699,3.775475579885824,4,0.0007102098532516599,0,1.9423681937079484,{ksEntjU1SH
161,-81.53370731079053,-9.053841996047712,81.53370731079053,2,0.0053475245825926766,0,9.005426353406937,@ksEpt
162,-1.7654348177136956,-1.3313764177031775,1.7654348177136956,6,0.00402149161210409,0,1.3260222986068309,@ksEpt@bIl@tI
163,-50.76819969297234,-7.1411288075778705,50.76819969297234,3,0.0044615695309756865,0,7.1092681648732095,@ksEpt@bP
164,-19.106054528352963,-4.378923456420454,19.106054528352963,4,0.00359406593836587,0,4.363185316779021,@ksEpt@blI
165,-18.89605609763495,-4.350573207114994,18.89605609763495,3,0.001660607794853234,0,4.34334861133518,@ksEpt@ns
166,-11.096307063538458,-3.3327373528125537,11.096307063538458,3,0.0009751566098548604,0,3.329487411954049,{ksEpt1SH
167,-125.55363026049078,-11.25149342176706,125.55363026049078,2,0.008234644865251576,0,11.158841369235093,{ksEs
168,-2.104857224221356,-1.4543032446275623,2.104857224221356,6,0.004794663380914251,0,1.4473303501158017,@ksEs@bIl@tI
169,-81.41487049547075,-9.055472283632694,81.41487049547075,3,0.00715483526632136,0,8.990681871184565,@ksEs@bP
170,-107.38930666813148,-10.39956959369084,107.38930666813148,2,0.007043307317382533,0,10.32632222907397,{ksESH
171,-22.54815047491404,-4.758591942045194,22.54815047491404,4,0.004241563294754334,0,4.738408073129102,@ksEs@rI
172,-32.650069990737556,-5.722239360187435,32.650069990737556,3,0.0028693268293116755,0,5.705820385267506,{ksId@ns
173,-36.821677402981784,-6.077928651398092,36.821677402981784,3,0.003235932630545899,0,6.058260883748903,{ksId@nt
174,-28.33293548073751,-5.329508294156279,28.33293548073751,3,0.0024899319343296873,0,5.316238181260385,{ksIdEntP
175,-1.5133068290375997,-1.2307152088857884,1.5133068290375997,5,0.0008933334291839432,0,1.2296157698478853,{ksIdEnt@lI
176,-104.78176448333524,-10.223323290273447,105.78176448333524,2,0.006937873974115251,1,10.249286020625549,@kl1m
177,-75.34096132993606,-8.708795706623592,75.34096132993606,3,0.006621052933468324,0,8.651134309263275,{kl@m1SH
178,-27.168461722691248,-5.2185710972671915,27.168461722691248,3,0.002387596600992288,0,5.20611125465332,{klIm1t
179,-15.851223685131867,-3.9841354931312174,15.851223685131867,3,0.0013930243154171604,0,3.9785854955133693,{kl2m1SH
180,-3.5085128470311,-1.875045213658454,3.5085128470311,5,0.0020711409958861274,0,1.8711617306473058,@kl2m@t2z1SH
181,-17.225735108022164,-4.157130511212464,17.225735108022164,4,0.0032403564913510464,0,4.143659926375062,@kl2m@t2z
182,-13.54814941476225,-3.685480419166233,13.54814941476225,4,0.002548560837991394,0,3.676087748100762,@klIv@tI
183,-68.41917833212793,-8.296568860919232,68.41917833212793,3,0.006012758443811225,0,8.246683596446076,{k5l1d
184,-16.22241124394176,-4.033865070650807,16.22241124394176,4,0.0030516198728257637,0,4.02155524783691,@kQm@d1t
185,-3.1949697857020363,-1.7891358380779163,3.1949697857020363,5,0.001886050640910293,0,1.7857614372838337,@kQm@d1tIN
186,-0.6422013526051729,-0.8019614629781293,0.6422013526051729,6,0.0014628732405584802,0,0.8007882950139795,@kQm@d1tINlI
187,-20.787361049680765,-4.568256316826779,20.787361049680765,4,0.0039103387979083455,0,4.550392886912301,@kQm@d1SH
188,-8.827656579650302,-2.973607239491104,8.827656579650302,4,0.0016605825018153313,0,2.9686693193419336,@kQm@d1SHz
189,-0.8847826406330794,-0.9408745970989991,0.8847826406330794,5,0.0005223038020266113,0,0.9403831747197042,@kVmp@nIm@nt
190,-9.999844947494585,-3.1652315794067376,9.999844947494585,4,0.00188108445212464,0,3.159277511495341,@kVmp@nIst
191,-20.71732687576017,-4.560524267197505,20.71732687576017,4,0.0038971645740707617,0,4.5427511535841925,@kVmp@nI
192,-32.88891248358993,-5.743191395128606,32.88891248358993,3,0.002890316590525523,0,5.726591753756702,@kVmplIs
193,-24.099771694073883,-4.9143586894433495,24.099771694073883,3,0.002117916485989444,0,4.903950488156913,@kVmplIS
194,-20.065522025938748,-4.483410276506232,20.065522025938748,3,0.0017633818460267815,0,4.475504312216351,@kVmplISt
195,-8.99410658012534,-3.0015578357126786,8.99410658012534,4,0.0016918936380973177,0,2.9964795191060554,@kVmplISm@nt
196,-144.5647556511311,-12.039747985763329,145.5647556511311,2,0.009547107998368932,1,12.007290835495473,@k$d
197,-47.59452733209753,-6.913351963393523,47.59452733209753,3,0.004182663444247959,0,6.884435738859017,@k$d@ns
198,-14.462002778479633,-3.8080774026737703,14.462002778479633,4,0.002720467038841165,0,3.79771765361844,@k$dINlI
199,-36.98532589443484,-6.091463849812743,36.98532589443484,3,0.0032503142538390754,0,6.071664678034952,@k$dj@n
200,-65.66351669412539,-8.120808440509862,65.66351669412539,2,0.004306651583532852,0,8.085834947979974,@kQst
201,-60.396010646585914,-7.7921937500265335,60.396010646585914,3,0.005307672963053512,0,7.750835333936641,@kuSmqN
202,-120.75334102041651,-10.987520016119028,121.75334102041651,2,0.007985396538362728,1,10.990045146062776,@k6nt
203,-74.05450243319451,-8.633632259676745,74.05450243319451,3,0.0065079974016341085,0,8.577444603364103,@k6nt@bP
204,-24.273413242918924,-4.938092404729257,24.273413242918924,4,0.004566104823724403,0,4.915544557180025,@k6nt@blI
205,-6.8907404420162095,-2.6267249562393764,6.8907404420162095,4,0.0012962265692280303,0,2.6233201255610443,@k6nt@nsI
206,-19.284929701184623,-4.395187020803134,19.284929701184623,3,0.0016947824678077707,0,4.387738134897541,@k6nt@nt
207,-2.797290333943573,-1.6729504024093795,2.797290333943573,4,0.0005262020944212892,0,1.6720700924037686,@kut@m@nts
208,-32.37291012090007,-5.697830537858657,32.37291012090007,3,0.0028449696916161417,0,5.681620382670484,@krEdIt
209,-2.7675292053635965,-1.6640224583050822,2.7675292053635965,4,0.0005206036879916472,0,1.6631561620763877,@krEdItId
210,-98.64412296214043,-9.964260166172437,98.64412296214043,2,0.006469739815185966,0,9.89979399544648,@krit
211,-119.90970939017225,-10.993644162602994,119.90970939017225,2,0.007864478873888126,0,10.90718488033916,{kriSH
212,-131.291402906035,-11.507900260187235,131.291402906035,2,0.008610966282287335,0,11.408806119066838,@kru
213,-38.33923070195544,-6.214317629704357,38.33923070195544,4,0.007212044902549931,0,6.169499691920222,@kjumjUl1t
214,-35.9981479562886,-6.020263878034174,35.9981479562886,4,0.006771660638880474,0,5.979496694095616,@kjumjUl1SH
215,-1.0504739923545243,-1.0252442688107535,1.0504739923545243,5,0.0006201145173285268,0,1.0246084999558558,@kjumjUl@tIv
216,-0.19869647771740448,-0.4458547417761694,0.19869647771740448,6,0.0004526115665544521,0,0.44565294276303835,@kjumjUl@tIvlI
217,-5.259180273802458,-2.29685844920603,5.259180273802458,5,0.0031045928416779563,0,2.2897276389062777,@kjumjUl1t@R
218,-25.685038257336075,-5.080328909888886,25.685038257336075,4,0.00483164752771559,0,5.055782551271438,{kjUr@sI
219,-72.03240797588725,-8.51418223698431,72.03240797588725,3,0.006330293345275267,0,8.460284965829068,{kjUr@t
220,-28.57436362556042,-5.359924021375473,28.57436362556042,4,0.005375162457780365,0,5.331113558999221,{kjUr@tlI
221,-69.41433709308357,-8.357055603447375,69.41433709308357,3,0.0061002141746272585,0,8.306075774397076,@k3sId
222,-31.488646420201132,-5.628168156373314,31.488646420201132,4,0.005923372163318497,0,5.594830421785376,@k3sIdlI
223,-129.3417463879019,-11.421398869019818,129.3417463879019,2,0.008483094798183374,0,11.324510059686059,@k3st
224,-12.565170606562868,-3.546697186813398,12.565170606562868,3,0.0011042420780879574,0,3.5427807745414825,{kjuz1SH
225,-14.173471127340504,-3.6437992503082253,15.173471127340504,4,0.002854302318912811,1,3.889750821520034,@kjuz@tIv
226,-126.38482699051247,-11.28898611869864,126.38482699051247,2,0.008289160293206038,0,11.195409903212967,@kjuz
227,-80.99238642681715,-8.968675603758001,81.99238642681715,2,0.005377607819690244,1,9.03058489403722,@kjuzd
228,-63.89689413988416,-8.016091489222491,63.89689413988416,3,0.005615334751725473,0,7.97107845211005,@kjuz@R
229,-39.702113263512935,-6.311982388756157,39.702113263512935,3,0.0034890687462442163,0,6.2899594482767025,@kjuzIN
230,-15.914858772892664,-3.9953281716894864,15.914858772892664,4,0.0029937657586329314,0,3.9833670950145805,@kjuzINlI
231,-32.87584404621681,-5.742046943923207,32.87584404621681,3,0.0028891681207678013,0,5.725457204944872,@kVst@m
232,-22.002414342520265,-4.69521464835793,22.002414342520265,3,0.0019335982373249198,0,4.686135989590003,@kVst@md
233,-80.59108369859666,-9.024568198598702,80.59108369859666,1,0.01045822523989056,0,8.930187231685004,1s
234,-73.42443579859238,-8.59658613836123,73.42443579859238,3,0.006452626399384162,0,8.541115579700259,@s3bIk
235,-13.553052710792578,-3.6861489808756676,13.553052710792578,4,0.0025494832036855866,0,3.676751205962643,@s3b@tI
236,-44.99874218667679,-6.721413403435729,44.99874218667679,3,0.003954542770601704,0,6.694833286652947,{sIt1t
237,-33.35341087044017,-5.783723860644342,33.35341087044017,3,0.002931137259024534,0,5.766770972140499,@sitIk
238,-6.3995436010473385,-2.5304435829051166,6.3995436010473385,3,0.0005623994728049335,0,2.5290204627681283,{sItIl
239,-22.486715871388906,-4.752077324107064,22.486715871388906,4,0.004230006747815821,0,4.731976004959948,@sEtIlin
